Close,sentimiento,Date
134.2100067138672,202.37990000000002,2013-04-28
144.5399932861328,259.706,2013-04-29
139.0,293.084,2013-04-30
116.98999786376953,465.59180000000003,2013-05-01
105.20999908447266,329.7839,2013-05-02
97.75,351.33140000000003,2013-05-03
112.5,349.8512,2013-05-04
115.91000366210938,414.011,2013-05-05
112.30000305175781,318.2308,2013-05-06
111.5,384.4064,2013-05-07
113.56600189208984,300.54220000000004,2013-05-08
112.66999816894531,219.2075,2013-05-09
117.19999694824219,191.90730000000002,2013-05-10
115.24299621582031,6.5166,2013-05-11
115.0,0.5486000000000001,2013-05-12
117.9800033569336,42.442800000000005,2013-05-13
111.5,157.98600000000002,2013-05-14
114.22000122070312,411.97090000000003,2013-05-15
118.76000213623047,351.5264,2013-05-16
123.01499938964844,295.02250000000004,2013-05-17
123.49800109863281,136.1844,2013-05-18
121.98999786376953,151.673,2013-05-19
122.0,171.5268,2013-05-20
122.87999725341797,92.9736,2013-05-21
123.88899993896484,229.3819,2013-05-22
126.69999694824219,140.50050000000002,2013-05-23
133.1999969482422,239.3544,2013-05-24
131.97999572753906,155.2307,2013-05-25
133.47999572753906,161.6413,2013-05-26
129.7449951171875,218.08190000000002,2013-05-27
129.0,257.6209,2013-05-28
132.3000030517578,246.8445,2013-05-29
128.7989959716797,222.41080000000002,2013-05-30
129.0,161.3642,2013-05-31
129.3000030517578,108.05460000000001,2013-06-01
122.29199981689453,244.26950000000002,2013-06-02
122.22200012207031,190.3801,2013-06-03
121.41999816894531,184.0686,2013-06-04
121.6500015258789,274.2128,2013-06-05
118.0,163.8134,2013-06-06
111.5,297.235,2013-06-07
108.30000305175781,238.0088,2013-06-08
100.0,360.6392,2013-06-09
106.3499984741211,270.61220000000003,2013-06-10
108.9000015258789,152.6151,2013-06-11
108.1500015258789,7.6716,2013-06-12
104.0,-2.3661,2013-06-13
99.97889709472656,-0.6416000000000002,2013-06-14
99.98809814453125,0.2998999999999999,2013-06-15
99.51000213623047,-3.7648,2013-06-16
101.69999694824219,-3.2600000000000002,2013-06-17
107.4000015258789,-2.8233,2013-06-18
108.25,-4.5625,2013-06-19
110.1500015258789,-5.795,2013-06-20
109.5,-5.1634,2013-06-21
108.30000305175781,0.7605999999999999,2013-06-22
107.5999984741211,-0.17140000000000014,2013-06-23
102.73699951171875,-1.1864,2013-06-24
103.94999694824219,-3.5933,2013-06-25
104.0,0.06470000000000009,2013-06-26
101.43699645996094,-2.0076,2013-06-27
94.64920043945312,0.9153,2013-06-28
94.99400329589844,-2.2903000000000002,2013-06-29
96.61399841308594,-2.0530999999999997,2013-06-30
88.05000305175781,1.1787999999999998,2013-07-01
90.13400268554688,-2.3648000000000002,2013-07-02
77.52999877929688,-8.203,2013-07-03
80.52580261230469,-3.4208,2013-07-04
68.43099975585938,1.5774000000000001,2013-07-05
70.27729797363281,-3.0486,2013-07-06
74.56109619140625,-1.6552,2013-07-07
76.51599884033203,0.19440000000000007,2013-07-08
76.69400024414062,1.9114,2013-07-09
86.76000213623047,23.866,2013-07-10
88.9800033569336,16.9722,2013-07-11
93.59490203857422,23.9552,2013-07-12
98.13390350341797,6.9805,2013-07-13
94.69129943847656,-2.2821,2013-07-14
98.40019989013672,-4.354,2013-07-15
97.45079803466797,-5.6172,2013-07-16
98.5,-2.1321,2013-07-17
90.58000183105469,0.37460000000000004,2013-07-18
92.16999816894531,-0.33139999999999986,2013-07-19
89.39009857177734,-0.9347000000000001,2013-07-20
90.7573013305664,-3.8375,2013-07-21
91.61000061035156,-2.9007,2013-07-22
95.55850219726562,-1.8329,2013-07-23
94.51000213623047,-0.46299999999999997,2013-07-24
96.9000015258789,12.9902,2013-07-25
96.02020263671875,43.1037,2013-07-26
94.11599731445312,35.981,2013-07-27
99.75599670410156,33.1355,2013-07-28
101.19999694824219,29.8448,2013-07-29
107.98999786376953,41.6233,2013-07-30
106.08999633789062,41.0459,2013-07-31
104.0,37.0067,2013-08-01
104.5009994506836,-0.3343000000000001,2013-08-02
104.00499725341797,-2.7285,2013-08-03
105.14399719238281,9.1941,2013-08-04
106.22000122070312,34.926,2013-08-05
106.75,37.707,2013-08-06
106.75,42.2318,2013-08-07
103.0,11.8667,2013-08-08
102.80000305175781,22.484,2013-08-09
103.0,24.8842,2013-08-10
105.0,23.421400000000002,2013-08-11
106.63600158691406,29.4057,2013-08-12
109.0,5.0611,2013-08-13
112.56199645996094,-0.9069,2013-08-14
109.98999786376953,1.2268000000000001,2013-08-15
108.99400329589844,1.5453000000000001,2013-08-16
113.5,9.3125,2013-08-17
113.5,7.9736,2013-08-18
119.0,7.2862,2013-08-19
121.20500183105469,7.675,2013-08-20
123.30000305175781,5.3693,2013-08-21
121.1500015258789,9.857,2013-08-22
118.5009994506836,14.7035,2013-08-23
120.04499816894531,11.2576,2013-08-24
122.11100006103516,1.5716,2013-08-25
120.05599975585938,-0.03369999999999984,2013-08-26
126.5,-3.0109,2013-08-27
122.62000274658203,-2.9404,2013-08-28
122.38999938964844,2.4179,2013-08-29
133.49000549316406,-0.13550000000000006,2013-08-30
135.35000610351562,0.020099999999999965,2013-08-31
138.33999633789062,-0.20809999999999995,2013-09-01
135.85000610351562,-0.8534999999999999,2013-09-02
136.77000427246094,-1.6266,2013-09-03
126.73999786376953,1.3619999999999999,2013-09-04
126.43000030517578,2.682,2013-09-05
119.1500015258789,1.7144000000000001,2013-09-06
124.1500015258789,0.8914000000000001,2013-09-07
121.66000366210938,-2.8806000000000003,2013-09-08
